attack_key,attack_label,strength,P,Q,raw_similarity
distortion_single_jpeg,Dist-JPEG,1.0,1.0,0.7577857403510231,1e-12
distortion_combo_geometric,Dist-Com-Geo,0.2,1.0,0.06965830716287784,1e-12
distortion_combo_geometric,Dist-Com-Geo,0.4,1.0,0.05897144991725441,1e-12
distortion_combo_geometric,Dist-Com-Geo,0.6,1.0,0.047090354444816594,1e-12
distortion_combo_geometric,Dist-Com-Geo,0.8,1.0,0.05423438004462733,1e-12
distortion_combo_geometric,Dist-Com-Geo,1.0,1.0,0.04851870170536282,1e-12
distortion_combo_photometric,Dist-Com-Photo,0.2,1.0,0.9174144294068746,1e-12
distortion_combo_photometric,Dist-Com-Photo,0.4,1.0,0.7765623747166274,1e-12
distortion_combo_photometric,Dist-Com-Photo,0.6,1.0,0.6699231807028936,1e-12
distortion_combo_photometric,Dist-Com-Photo,0.8,1.0,0.5985243617708944,1e-12
distortion_combo_photometric,Dist-Com-Photo,1.0,1.0,0.5501269356408162,1e-12
distortion_combo_degradation,Dist-Com-Deg,0.2,1.0,0.20226580346873566,1e-12
distortion_combo_degradation,Dist-Com-Deg,0.4,1.0,0.10699098054907841,1e-12
distortion_combo_degradation,Dist-Com-Deg,0.6,1.0,0.07775386834883721,1e-12
distortion_combo_degradation,Dist-Com-Deg,0.8,1.0,0.06606950341616495,1e-12
distortion_combo_degradation,Dist-Com-Deg,1.0,1.0,0.07691016089735028,1e-12
distortion_combo_all,Dist-Com-All,0.2,1.0,0.0780289003858211,1e-12
distortion_combo_all,Dist-Com-All,0.4,1.0,0.08444741537484644,1e-12
distortion_combo_all,Dist-Com-All,0.6,1.0,0.07091030611581306,1e-12
distortion_combo_all,Dist-Com-All,0.8,1.0,0.05342333149220815,1e-12
distortion_combo_all,Dist-Com-All,1.0,1.0,0.044240011573962845,1e-12
regen_diffusion,Regen-Diffusion,0.2,1.0,0.9668761705523433,1e-12
regen_diffusion,Regen-Diffusion,0.4,1.0,0.9300299078744351,1e-12
regen_diffusion,Regen-Diffusion,0.6,1.0,0.8515752431775095,1e-12
regen_diffusion,Regen-Diffusion,0.8,1.0,0.7238610936763002,1e-12
regen_diffusion,Regen-Diffusion,1.0,1.0,0.5865320595174607,1e-12
regen_diffusion_prompt,Regen-Diffusion&P,0.2,1.0,0.9611378927885577,1e-12
regen_diffusion_prompt,Regen-Diffusion&P,0.4,1.0,0.8645561459344605,1e-12
regen_diffusion_prompt,Regen-Diffusion&P,0.6,1.0,0.6680421308196336,1e-12
regen_diffusion_prompt,Regen-Diffusion&P,0.8,1.0,0.5005468978247734,1e-12
regen_diffusion_prompt,Regen-Diffusion&P,1.0,1.0,0.39566570055790246,1e-12
regen_vae,Regen-VAE,0.2,1.0,0.9668761705523433,1e-12
regen_vae,Regen-VAE,0.4,1.0,0.9300299078744351,1e-12
regen_vae,Regen-VAE,0.6,1.0,0.8515752431775095,1e-12
regen_vae,Regen-VAE,0.8,1.0,0.7238610936763002,1e-12
regen_vae,Regen-VAE,1.0,1.0,0.5865320595174607,1e-12
2x_regen,Regen-2xDiffusion,0.2,1.0,0.9647208882062156,1e-12
2x_regen,Regen-2xDiffusion,0.4,1.0,0.8919867683025013,1e-12
2x_regen,Regen-2xDiffusion,0.6,1.0,0.7036170154419141,1e-12
2x_regen,Regen-2xDiffusion,0.8,1.0,0.5571898790378453,1e-12
2x_regen,Regen-2xDiffusion,1.0,1.0,0.45070477677430293,1e-12
4x_regen,Regen-4xDiffusion,0.2,1.0,0.9573968868163273,1e-12
4x_regen,Regen-4xDiffusion,0.4,1.0,0.8305672294396136,1e-12
4x_regen,Regen-4xDiffusion,0.6,1.0,0.5778781015059973,1e-12
4x_regen,Regen-4xDiffusion,0.8,1.0,0.4377386095939486,1e-12
4x_regen,Regen-4xDiffusion,1.0,1.0,0.35338236228693587,1e-12
4x_regen_bmshj,Regen-4xVAE,0.2,1.0,0.9573968868163273,1e-12
4x_regen_bmshj,Regen-4xVAE,0.4,1.0,0.8305672294396136,1e-12
4x_regen_bmshj,Regen-4xVAE,0.6,1.0,0.5778781015059973,1e-12
4x_regen_bmshj,Regen-4xVAE,0.8,1.0,0.4377386095939486,1e-12
4x_regen_bmshj,Regen-4xVAE,1.0,1.0,0.35338236228693587,1e-12
adv_emb_resnet18_untg,AdvEmb-RN18,0.2,1.0,0.9162535733998386,1e-12
adv_emb_resnet18_untg,AdvEmb-RN18,0.4,1.0,0.8939201597003246,1e-12
adv_emb_resnet18_untg,AdvEmb-RN18,0.6,1.0,0.8708778725240948,1e-12
adv_emb_resnet18_untg,AdvEmb-RN18,0.8,1.0,0.8482943370191698,1e-12
adv_emb_resnet18_untg,AdvEmb-RN18,1.0,1.0,0.8265562599853412,1e-12
adv_emb_clip_untg_alphaRatio_0.05_step_200,AdvEmb-CLIP,0.2,1.0,0.9162535733998386,1e-12
adv_emb_clip_untg_alphaRatio_0.05_step_200,AdvEmb-CLIP,0.4,1.0,0.8939201597003246,1e-12
adv_emb_clip_untg_alphaRatio_0.05_step_200,AdvEmb-CLIP,0.6,1.0,0.8708778725240948,1e-12
adv_emb_clip_untg_alphaRatio_0.05_step_200,AdvEmb-CLIP,0.8,1.0,0.8482943370191698,1e-12
adv_emb_clip_untg_alphaRatio_0.05_step_200,AdvEmb-CLIP,1.0,1.0,0.8265562599853412,1e-12
adv_emb_same_vae_untg,AdvEmb-KLVAE8,0.2,1.0,0.9162535733998386,1e-12
adv_emb_same_vae_untg,AdvEmb-KLVAE8,0.4,1.0,0.8939201597003246,1e-12
adv_emb_same_vae_untg,AdvEmb-KLVAE8,0.6,1.0,0.8708778725240948,1e-12
adv_emb_same_vae_untg,AdvEmb-KLVAE8,0.8,1.0,0.8482943370191698,1e-12
adv_emb_same_vae_untg,AdvEmb-KLVAE8,1.0,1.0,0.8265562599853412,1e-12
adv_emb_klf16_vae_untg,AdvEmb-KLVAE16,0.2,1.0,0.9162535733998386,1e-12
adv_emb_klf16_vae_untg,AdvEmb-KLVAE16,0.4,1.0,0.8939201597003246,1e-12
adv_emb_klf16_vae_untg,AdvEmb-KLVAE16,0.6,1.0,0.8708778725240948,1e-12
adv_emb_klf16_vae_untg,AdvEmb-KLVAE16,0.8,1.0,0.8482943370191698,1e-12
adv_emb_klf16_vae_untg,AdvEmb-KLVAE16,1.0,1.0,0.8265562599853412,1e-12
adv_emb_sdxl_vae_untg,AdvEmb-SdxlVAE,0.2,1.0,0.9162535733998386,1e-12
adv_emb_sdxl_vae_untg,AdvEmb-SdxlVAE,0.4,1.0,0.8939201597003246,1e-12
adv_emb_sdxl_vae_untg,AdvEmb-SdxlVAE,0.6,1.0,0.8708778725240948,1e-12
adv_emb_sdxl_vae_untg,AdvEmb-SdxlVAE,0.8,1.0,0.8482943370191698,1e-12
adv_emb_sdxl_vae_untg,AdvEmb-SdxlVAE,1.0,1.0,0.8265562599853412,1e-12
adv_cls_unwm_wm_0.01_50_warm_train3k,AdvCls-UnWM-WM,0.2,1.0,0.9059126623394272,1e-12
adv_cls_unwm_wm_0.01_50_warm_train3k,AdvCls-UnWM-WM,0.4,1.0,0.8784079449370462,1e-12
adv_cls_unwm_wm_0.01_50_warm_train3k,AdvCls-UnWM-WM,0.6,1.0,0.8512468732597933,1e-12
adv_cls_unwm_wm_0.01_50_warm_train3k,AdvCls-UnWM-WM,0.8,1.0,0.8251483887831013,1e-12
adv_cls_unwm_wm_0.01_50_warm_train3k,AdvCls-UnWM-WM,1.0,1.0,0.800113883347413,1e-12
adv_cls_real_wm_0.01_50_warm,AdvCls-Real-WM,0.2,1.0,0.9059126623394272,1e-12
adv_cls_real_wm_0.01_50_warm,AdvCls-Real-WM,0.4,1.0,0.8784079449370462,1e-12
adv_cls_real_wm_0.01_50_warm,AdvCls-Real-WM,0.6,1.0,0.8512468732597933,1e-12
adv_cls_real_wm_0.01_50_warm,AdvCls-Real-WM,0.8,1.0,0.8251483887831013,1e-12
adv_cls_real_wm_0.01_50_warm,AdvCls-Real-WM,1.0,1.0,0.800113883347413,1e-12
adv_cls_wm1_wm2_0.01_50_warm,AdvCls-WM1-WM2,0.2,1.0,0.9059126623394272,1e-12
adv_cls_wm1_wm2_0.01_50_warm,AdvCls-WM1-WM2,0.4,1.0,0.8784079449370462,1e-12
adv_cls_wm1_wm2_0.01_50_warm,AdvCls-WM1-WM2,0.6,1.0,0.8512468732597933,1e-12
adv_cls_wm1_wm2_0.01_50_warm,AdvCls-WM1-WM2,0.8,1.0,0.8251483887831013,1e-12
adv_cls_wm1_wm2_0.01_50_warm,AdvCls-WM1-WM2,1.0,1.0,0.800113883347413,1e-12
