method,attack,n_strengths,avg_P,avg_Q,avg_PSNR,avg_SSIM,avg_NMI,avg_LPIPS,avg_FID,avg_CLIP_FID,avg_aesthetics_delta,avg_artifacts
dct,Dist-JPEG,5,0.22400000000000003,0.6415773986851091,21.399604741287234,0.874262033176422,1.1539602579699872,0.1861565570399165,74.46362105014632,19.884562123038073,nan,nan
dct,Dist-Rotation,5,0.04920000000000001,0.23408094016583475,13.145746934127805,0.3912251528531313,1.0483374533646272,0.4804773986682296,144.51976965910254,31.064972120422027,nan,nan
