attack_key,attack_label,strength,P,Q,raw_similarity
distortion_single_rotation,Dist-Rotation,0.2,1.0,0.45631017339382957,1e-12
distortion_single_rotation,Dist-Rotation,0.4,1.0,0.41539998600626193,1e-12
distortion_single_rotation,Dist-Rotation,0.6,1.0,0.3896676253517526,1e-12
distortion_single_rotation,Dist-Rotation,0.8,1.0,0.3676874988196138,1e-12
distortion_single_rotation,Dist-Rotation,1.0,1.0,0.3503206125360802,1e-12
distortion_single_resizedcrop,Dist-RCrop,0.2,1.0,0.5424564100464271,1e-12
distortion_single_resizedcrop,Dist-RCrop,0.4,1.0,0.5352391189230269,1e-12
distortion_single_resizedcrop,Dist-RCrop,0.6,1.0,0.5426668651913292,1e-12
distortion_single_resizedcrop,Dist-RCrop,0.8,1.0,0.4991538147342726,1e-12
distortion_single_resizedcrop,Dist-RCrop,1.0,1.0,0.44170276113735185,1e-12
distortion_single_erasing,Dist-Erase,0.2,1.0,0.9446762828336319,1e-12
distortion_single_erasing,Dist-Erase,0.4,1.0,0.8921860140915998,1e-12
distortion_single_erasing,Dist-Erase,0.6,1.0,0.8414637401438225,1e-12
distortion_single_erasing,Dist-Erase,0.8,1.0,0.7903502141217447,1e-12
distortion_single_erasing,Dist-Erase,1.0,1.0,0.7387370271017983,1e-12
distortion_single_brightness,Dist-Bright,0.2,1.0,0.9752743027560863,1e-12
distortion_single_brightness,Dist-Bright,0.4,1.0,0.9184251684432989,1e-12
distortion_single_brightness,Dist-Bright,0.6,1.0,0.8475660196614064,1e-12
distortion_single_brightness,Dist-Bright,0.8,1.0,0.7759464683907737,1e-12
distortion_single_brightness,Dist-Bright,1.0,1.0,0.7147144894705685,1e-12
distortion_single_contrast,Dist-Contrast,0.2,1.0,0.988713241789601,1e-12
distortion_single_contrast,Dist-Contrast,0.4,1.0,0.9610688172701359,1e-12
distortion_single_contrast,Dist-Contrast,0.6,1.0,0.9204561561843658,1e-12
distortion_single_contrast,Dist-Contrast,0.8,1.0,0.8698717183057733,1e-12
distortion_single_contrast,Dist-Contrast,1.0,1.0,0.8147926618221373,1e-12
distortion_single_blurring,Dist-Blur,0.2,1.0,0.606063723143759,1e-12
distortion_single_blurring,Dist-Blur,0.4,1.0,0.6017095112002647,1e-12
distortion_single_blurring,Dist-Blur,0.6,1.0,0.601225411990424,1e-12
distortion_single_blurring,Dist-Blur,0.8,1.0,0.6011736412945192,1e-12
distortion_single_blurring,Dist-Blur,1.0,1.0,0.6011389712435075,1e-12
distortion_single_noise,Dist-Noise,0.2,1.0,0.8348464073501398,1e-12
distortion_single_noise,Dist-Noise,0.4,1.0,0.5981468900496458,1e-12
distortion_single_noise,Dist-Noise,0.6,1.0,0.43094793869036224,1e-12
distortion_single_noise,Dist-Noise,0.8,1.0,0.3199897398977554,1e-12
distortion_single_noise,Dist-Noise,1.0,1.0,0.24474912255894224,1e-12
distortion_single_jpeg,Dist-JPEG,0.2,1.0,0.9014814113703216,1e-12
distortion_single_jpeg,Dist-JPEG,0.4,1.0,0.8566141076076527,1e-12
distortion_single_jpeg,Dist-JPEG,0.6,1.0,0.8160496088293875,1e-12
distortion_single_jpeg,Dist-JPEG,0.8,1.0,0.751746858239515,1e-12
distortion_single_jpeg,Dist-JPEG,1.0,1.0,0.6360435628485255,1e-12
distortion_combo_geometric,Dist-Com-Geo,0.2,1.0,0.4757726217291896,1e-12
distortion_combo_geometric,Dist-Com-Geo,0.4,1.0,0.43315691494913877,1e-12
distortion_combo_geometric,Dist-Com-Geo,0.6,1.0,0.35888521626877173,1e-12
distortion_combo_geometric,Dist-Com-Geo,0.8,1.0,0.34181344335671165,1e-12
distortion_combo_geometric,Dist-Com-Geo,1.0,1.0,0.3947181627548233,1e-12
distortion_combo_photometric,Dist-Com-Photo,0.2,1.0,0.9501638119403388,1e-12
distortion_combo_photometric,Dist-Com-Photo,0.4,1.0,0.839626314751199,1e-12
distortion_combo_photometric,Dist-Com-Photo,0.6,1.0,0.7234961848993078,1e-12
distortion_combo_photometric,Dist-Com-Photo,0.8,1.0,0.6278715554592917,1e-12
distortion_combo_photometric,Dist-Com-Photo,1.0,1.0,0.5407399023855507,1e-12
distortion_combo_degradation,Dist-Com-Deg,0.2,1.0,0.5284695521685755,1e-12
distortion_combo_degradation,Dist-Com-Deg,0.4,1.0,0.3708706696118202,1e-12
